56_86,61_86,61_91,66_86,66_96,66_91
-0.12296882271766663,-0.18777599930763245,-0.16109709441661835,-0.2266162931919098,-0.1917969435453415,-0.20565283298492432
-0.030259674414992332,-0.08971861749887466,-0.07592350989580154,-0.10614623874425888,-0.1020566001534462,-0.12327975034713745
-0.05566275864839554,-0.13863079249858856,-0.07647708058357239,-0.16726182401180267,-0.08320092409849167,-0.1318599432706833
-0.07329265773296356,-0.10805237293243408,-0.10522735118865967,-0.1251211017370224,-0.11431142687797546,-0.1246102973818779
-0.07057452201843262,-0.1331591159105301,-0.10287299007177353,-0.15942230820655823,-0.11456485837697983,-0.14020036160945892
-0.09229818731546402,-0.13435572385787964,-0.14101894199848175,-0.16869968175888062,-0.17831933498382568,-0.1624562293291092
-0.06838832050561905,-0.13156117498874664,-0.09867681562900543,-0.17111961543560028,-0.11715658754110336,-0.13208618760108948
0.10035791248083115,0.07438257336616516,0.08406265079975128,0.06126078963279724,0.07578393071889877,0.06253080815076828
0.1790410578250885,0.09214070439338684,0.12137016654014587,0.03198360651731491,0.057476721704006195,0.03891608491539955
0.10639554262161255,0.01466462668031454,0.062414102256298065,-0.027635781094431877,0.027169309556484222,-0.009996131993830204
0.07441885769367218,0.01143619790673256,0.03309648856520653,-0.02147286757826805,-0.00223705917596817,-0.024350415915250778
0.14716912806034088,0.08925807476043701,0.10903730243444443,0.052819401025772095,0.06421329826116562,0.05367155745625496
0.210035040974617,0.10343988239765167,0.14808565378189087,0.03225821256637573,0.07766740024089813,0.06716398894786835
0.08445170521736145,0.0017726141959428787,0.036334432661533356,-0.03691525384783745,-0.0012287393910810351,-0.01773642748594284
-0.01183918584138155,-0.09737712889909744,-0.06864481419324875,-0.1421360820531845,-0.1113138273358345,-0.12664510309696198
-0.084654301404953,-0.14811277389526367,-0.11060357093811035,-0.1658899486064911,-0.1225263699889183,-0.16325604915618896
-0.011189407669007778,-0.0672348365187645,-0.05316759645938873,-0.0925738662481308,-0.08980460464954376,-0.10815005749464035
0.04686947166919708,-0.045573458075523376,-0.01382065936923027,-0.10001984238624573,-0.07376603782176971,-0.09705516695976257
-0.0352206826210022,-0.12557506561279297,-0.09105771034955978,-0.16674913465976715,-0.1420307755470276,-0.16341151297092438
-0.11469415575265884,-0.18115505576133728,-0.15223731100559235,-0.20081423223018646,-0.17461182177066803,-0.20342794060707092
-0.09261878579854965,-0.14913363754749298,-0.14265677332878113,-0.17754678428173065,-0.1697225719690323,-0.18093562126159668
-0.08015233278274536,-0.1494751125574112,-0.13308478891849518,-0.18779237568378448,-0.171933114528656,-0.18060749769210815
-0.16659069061279297,-0.22494861483573914,-0.2108413279056549,-0.24815036356449127,-0.22592397034168243,-0.24313154816627502
-0.20132632553577423,-0.24606798589229584,-0.2718084752559662,-0.2731388807296753,-0.3295946717262268,-0.30040717124938965
-0.1948874294757843,-0.23872968554496765,-0.23704950511455536,-0.26782432198524475,-0.26585280895233154,-0.26896169781684875
-0.21934784948825836,-0.2536303997039795,-0.25680145621299744,-0.2764337956905365,-0.2963424026966095,-0.29463377594947815
-0.24380825459957123,-0.26853111386299133,-0.2765534222126007,-0.28504326939582825,-0.32683199644088745,-0.32030585408210754
-0.14203092455863953,-0.19812603294849396,-0.17660075426101685,-0.22558073699474335,-0.21060815453529358,-0.2280464917421341
-0.11774411052465439,-0.177408829331398,-0.15933987498283386,-0.20965811610221863,-0.19131247699260712,-0.2127440869808197
-0.09903223067522049,-0.15411552786827087,-0.1448139250278473,-0.19243183732032776,-0.18576081097126007,-0.19358855485916138
-0.08479636907577515,-0.14356479048728943,-0.1264256089925766,-0.1799146831035614,-0.15946760773658752,-0.18016362190246582
-0.023226184770464897,-0.07153896242380142,-0.05703403055667877,-0.0999177023768425,-0.09123989194631577,-0.10831964761018753
0.0056936126202344894,-0.06961710751056671,-0.04173402860760689,-0.12370579689741135,-0.08434033393859863,-0.11279597878456116
-0.11230317503213882,-0.17395338416099548,-0.13822051882743835,-0.1969943791627884,-0.14274270832538605,-0.18035952746868134
-0.07295729964971542,-0.11722072958946228,-0.10462523251771927,-0.14533498883247375,-0.11574190855026245,-0.13475346565246582
-0.09416849911212921,-0.15025568008422852,-0.12796851992607117,-0.17406009137630463,-0.14783363044261932,-0.1729481816291809
-0.12251730263233185,-0.1865919679403305,-0.17343294620513916,-0.22371195256710052,-0.2155439704656601,-0.2250998616218567
-0.11927390098571777,-0.17471370100975037,-0.16285598278045654,-0.20990897715091705,-0.20294293761253357,-0.20655670762062073
-0.19061194360256195,-0.25570499897003174,-0.23067016899585724,-0.2892875671386719,-0.2485855370759964,-0.26704224944114685
-0.23422490060329437,-0.2808189392089844,-0.2663486897945404,-0.2970986068248749,-0.2741880714893341,-0.28489911556243896
-0.21276015043258667,-0.25490960478782654,-0.24287822842597961,-0.27327457070350647,-0.25265535712242126,-0.26299524307250977
-0.2520347237586975,-0.2899188697338104,-0.2844196856021881,-0.31013286113739014,-0.29406505823135376,-0.2980237901210785
-0.2757912576198578,-0.31245899200439453,-0.30714645981788635,-0.3283827006816864,-0.326907753944397,-0.32808181643486023
-0.14713498950004578,-0.16672100126743317,-0.1759374886751175,-0.18492230772972107,-0.2035801261663437,-0.19260330498218536
-0.04362285137176514,-0.09381688386201859,-0.0934225544333458,-0.14426054060459137,-0.1457785665988922,-0.13025657832622528
-0.08935753256082535,-0.1584802269935608,-0.11925900727510452,-0.19333097338676453,-0.14248250424861908,-0.16158796846866608
-0.06279419362545013,-0.10272881388664246,-0.09429235011339188,-0.13406628370285034,-0.11375235766172409,-0.12627775967121124
-0.018423061817884445,-0.07662957161664963,-0.059422314167022705,-0.10975239425897598,-0.10356208682060242,-0.11259111016988754
-0.06455164402723312,-0.15832485258579254,-0.10451462119817734,-0.22241389751434326,-0.14130093157291412,-0.18122372031211853
-0.13916100561618805,-0.17061348259449005,-0.12615668773651123,-0.17010454833507538,-0.10388350486755371,-0.1567055583000183
-0.059306614100933075,-0.10682669281959534,-0.10463999956846237,-0.15481677651405334,-0.14258679747581482,-0.14889635145664215
-0.11927933990955353,-0.17570222914218903,-0.16549547016620636,-0.2176668792963028,-0.19821712374687195,-0.20463787019252777
-0.19313234090805054,-0.27735400199890137,-0.22892197966575623,-0.3297112286090851,-0.2519781291484833,-0.2817148268222809
-0.33420875668525696,-0.3711847960948944,-0.333526074886322,-0.3760102689266205,-0.30541276931762695,-0.33894291520118713
-0.3289777636528015,-0.3470449447631836,-0.33558520674705505,-0.35690000653266907,-0.3112814128398895,-0.3171645700931549
-0.23416660726070404,-0.25903794169425964,-0.25178417563438416,-0.28179559111595154,-0.2563904821872711,-0.25263264775276184
-0.1781829297542572,-0.222601979970932,-0.185487762093544,-0.23665755987167358,-0.18321369588375092,-0.21394701302051544
-0.1800936609506607,-0.22071653604507446,-0.20471391081809998,-0.2578352689743042,-0.22105592489242554,-0.2290046066045761
-0.2708425521850586,-0.3106578588485718,-0.2936614751815796,-0.33624011278152466,-0.30455633997917175,-0.3052763044834137
-0.20397397875785828,-0.23237648606300354,-0.23798610270023346,-0.2531620264053345,-0.2731796205043793,-0.25438567996025085
-0.1527196168899536,-0.20953874289989471,-0.19051538407802582,-0.24472206830978394,-0.23278887569904327,-0.2405518889427185
-0.16771982610225677,-0.23075124621391296,-0.20524628460407257,-0.26749899983406067,-0.24712978303432465,-0.2566743791103363
-0.2034311443567276,-0.2523711025714874,-0.22864650189876556,-0.2758789360523224,-0.256025105714798,-0.26597103476524353
-0.19560560584068298,-0.24229204654693604,-0.22651800513267517,-0.26748597621917725,-0.26145651936531067,-0.2720167934894562
-0.19566434621810913,-0.23420681059360504,-0.2335817962884903,-0.269210547208786,-0.2705840766429901,-0.2654404640197754
-0.19016031920909882,-0.23723602294921875,-0.24275261163711548,-0.26222988963127136,-0.3052736818790436,-0.2821810841560364
-0.10006900131702423,-0.15328742563724518,-0.15715430676937103,-0.19408486783504486,-0.23716433346271515,-0.22696015238761902
-0.11085061728954315,-0.18514075875282288,-0.15034466981887817,-0.22423405945301056,-0.20350882411003113,-0.22727660834789276
-0.15754711627960205,-0.1985054761171341,-0.19118057191371918,-0.22348777949810028,-0.21678374707698822,-0.22660687565803528
-0.14632408320903778,-0.20184652507305145,-0.19686684012413025,-0.2388075888156891,-0.2411779761314392,-0.23804223537445068
-0.15202845633029938,-0.2021530419588089,-0.19513647258281708,-0.2306240051984787,-0.23627573251724243,-0.23386059701442719
-0.1047438234090805,-0.14413292706012726,-0.14017555117607117,-0.17288939654827118,-0.17689526081085205,-0.1787569224834442
-0.0751565471291542,-0.12277644127607346,-0.11136016249656677,-0.15457530319690704,-0.14085492491722107,-0.1493794023990631
0.05893389508128166,0.02561280131340027,0.02613241784274578,-0.0010216346709057689,-0.013826609589159489,-0.010563788935542107
0.16312287747859955,0.060650065541267395,0.06524062156677246,-0.03195833042263985,-0.03727582469582558,-0.041154876351356506
-0.11798612028360367,-0.2264823615550995,-0.163564994931221,-0.2709774672985077,-0.20127059519290924,-0.2481328248977661
-0.2552410662174225,-0.3013394773006439,-0.28662943840026855,-0.32652005553245544,-0.2981674373149872,-0.31379374861717224
-0.17146538197994232,-0.20585548877716064,-0.19062231481075287,-0.21733933687210083,-0.20157413184642792,-0.21988160908222198
-0.13467034697532654,-0.19162946939468384,-0.1744602769613266,-0.23647606372833252,-0.21059785783290863,-0.2219625562429428
-0.21463273465633392,-0.26580241322517395,-0.25141915678977966,-0.29715898633003235,-0.28183823823928833,-0.2948262393474579
-0.17247474193572998,-0.21106766164302826,-0.2279389500617981,-0.24022814631462097,-0.2831305265426636,-0.26778051257133484
-0.11357108503580093,-0.17266221344470978,-0.1751335710287094,-0.2157565802335739,-0.23634864389896393,-0.22702144086360931
-0.12393362075090408,-0.18862707912921906,-0.16426992416381836,-0.22536084055900574,-0.20225144922733307,-0.2186514437198639
-0.1540980041027069,-0.20980322360992432,-0.1944863349199295,-0.24018032848834991,-0.22778858244419098,-0.24347148835659027
-0.16355924308300018,-0.2162291407585144,-0.2003442347049713,-0.2482294738292694,-0.2326112687587738,-0.24610738456249237
-0.2018984705209732,-0.24944013357162476,-0.24425166845321655,-0.28177186846733093,-0.27570241689682007,-0.2764332890510559
-0.24022570252418518,-0.2771058678627014,-0.2676220238208771,-0.29179611802101135,-0.27722567319869995,-0.2825326919555664
-0.1891091912984848,-0.19735386967658997,-0.2235594391822815,-0.20789463818073273,-0.245098277926445,-0.22537659108638763
-0.14615730941295624,-0.19150735437870026,-0.18679817020893097,-0.23123867809772491,-0.22864492237567902,-0.22191929817199707
-0.15746940672397614,-0.20094971358776093,-0.19242146611213684,-0.22987449169158936,-0.22838647663593292,-0.22815492749214172
-0.14540009200572968,-0.18758592009544373,-0.18240059912204742,-0.21447335183620453,-0.21575549244880676,-0.2196236103773117
-0.1462607979774475,-0.19713543355464935,-0.18258032202720642,-0.2289106547832489,-0.2158077359199524,-0.22718492150306702
-0.16559360921382904,-0.20492999255657196,-0.20214766263961792,-0.23371344804763794,-0.23500514030456543,-0.2409278005361557
-0.11183350533246994,-0.14647701382637024,-0.1390317678451538,-0.16971202194690704,-0.16580961644649506,-0.17497047781944275
-0.10019446909427643,-0.1515771448612213,-0.13619104027748108,-0.18910156190395355,-0.16989465057849884,-0.18457791209220886
-0.13757118582725525,-0.1829884648323059,-0.16373275220394135,-0.20959679782390594,-0.18721893429756165,-0.2059960812330246
-0.09573781490325928,-0.13153702020645142,-0.12774629890918732,-0.1587880402803421,-0.1533953845500946,-0.16718941926956177
-0.13495641946792603,-0.19457988440990448,-0.17702877521514893,-0.24064239859580994,-0.21816901862621307,-0.23520207405090332
-0.1848604381084442,-0.21971184015274048,-0.21053791046142578,-0.23943458497524261,-0.23059692978858948,-0.24240915477275848
-0.11129400134086609,-0.14818614721298218,-0.13660572469234467,-0.18143963813781738,-0.15974755585193634,-0.1670035868883133
-0.03778643161058426,-0.07572097331285477,-0.06674060225486755,-0.10560096055269241,-0.09137170016765594,-0.10460261255502701
-0.04998834431171417,-0.11222533136606216,-0.09183737635612488,-0.1658077836036682,-0.1294524073600769,-0.14687786996364594
-0.16116449236869812,-0.21288558840751648,-0.1888095885515213,-0.24005094170570374,-0.21984423696994781,-0.23513822257518768
-0.20936881005764008,-0.255647748708725,-0.2572294771671295,-0.28405019640922546,-0.3036366105079651,-0.29221290349960327
-0.2323249876499176,-0.24299389123916626,-0.2748611867427826,-0.26180872321128845,-0.32342392206192017,-0.2899915874004364
-0.21142785251140594,-0.22293411195278168,-0.25223156809806824,-0.25605446100234985,-0.2962489128112793,-0.26176273822784424
-0.2233642190694809,-0.24023553729057312,-0.26012229919433594,-0.27108657360076904,-0.2957882583141327,-0.2695200443267822
-0.20480147004127502,-0.23426955938339233,-0.2389039844274521,-0.25932422280311584,-0.2727431654930115,-0.26656919717788696
-0.1877499669790268,-0.2213655263185501,-0.21678021550178528,-0.24454498291015625,-0.24794253706932068,-0.2550000548362732
-0.1364012509584427,-0.16637073457241058,-0.16710181534290314,-0.1840164065361023,-0.20113126933574677,-0.20640698075294495
-0.0843159407377243,-0.13378947973251343,-0.11976154893636703,-0.16689954698085785,-0.15954896807670593,-0.17306314408779144
-0.09567112475633621,-0.14412330090999603,-0.12868280708789825,-0.17385010421276093,-0.16375593841075897,-0.1802142709493637
-0.12135857343673706,-0.17423224449157715,-0.14790032804012299,-0.19747740030288696,-0.17480260133743286,-0.20195578038692474
-0.1407138854265213,-0.17646953463554382,-0.174028679728508,-0.20518968999385834,-0.21401812136173248,-0.21698057651519775
-0.16890378296375275,-0.21361061930656433,-0.20700226724147797,-0.24594217538833618,-0.25115346908569336,-0.25095704197883606
-0.18554717302322388,-0.2171064168214798,-0.20775680243968964,-0.23195751011371613,-0.2271278351545334,-0.23785804212093353
-0.18445803225040436,-0.23085196316242218,-0.2137436866760254,-0.2594667375087738,-0.24496683478355408,-0.2591829001903534
-0.20948392152786255,-0.23969653248786926,-0.2330925315618515,-0.2612386643886566,-0.2578996419906616,-0.2688975930213928
-0.21467123925685883,-0.24550014734268188,-0.23772884905338287,-0.26395383477211,-0.25948068499565125,-0.2697305679321289
-0.2002256065607071,-0.2394593507051468,-0.23167619109153748,-0.2641666829586029,-0.2602847218513489,-0.27026450634002686
-0.19022032618522644,-0.22917233407497406,-0.2229679822921753,-0.2536849081516266,-0.26028478145599365,-0.2630254924297333
-0.18847809731960297,-0.23370692133903503,-0.2174842357635498,-0.25715363025665283,-0.24818618595600128,-0.25895220041275024
-0.1523675173521042,-0.19465294480323792,-0.1815531998872757,-0.21174050867557526,-0.21115653216838837,-0.22363494336605072
-0.13981686532497406,-0.19617733359336853,-0.17720945179462433,-0.22133584320545197,-0.2182174026966095,-0.23146139085292816
-0.14804993569850922,-0.19378161430358887,-0.18952657282352448,-0.21759821474552155,-0.2352655529975891,-0.23674386739730835
-0.1295035481452942,-0.1785472184419632,-0.1734175980091095,-0.20883117616176605,-0.22287367284297943,-0.21963739395141602
-0.09494415670633316,-0.15388824045658112,-0.12886115908622742,-0.1758168637752533,-0.1692531555891037,-0.17812186479568481
-0.07805939018726349,-0.13524875044822693,-0.11803090572357178,-0.1522587090730667,-0.15994176268577576,-0.1635402888059616
-0.07882718741893768,-0.14714805781841278,-0.128877654671669,-0.17134639620780945,-0.18411171436309814,-0.18526270985603333
-0.09872258454561234,-0.1718234270811081,-0.16006910800933838,-0.20659463107585907,-0.22626155614852905,-0.21822255849838257
-0.17636103928089142,-0.26246345043182373,-0.21594370901584625,-0.2839783728122711,-0.2541941702365875,-0.2737409770488739
-0.23662914335727692,-0.28868618607521057,-0.2698429226875305,-0.29650241136550903,-0.29807907342910767,-0.30648598074913025
-0.21977408230304718,-0.26496708393096924,-0.2602221667766571,-0.2881484031677246,-0.2987988293170929,-0.29247334599494934
-0.18912534415721893,-0.23248575627803802,-0.21749457716941833,-0.23951338231563568,-0.24017971754074097,-0.24538463354110718
-0.14061933755874634,-0.19603079557418823,-0.1810438185930252,-0.2198941707611084,-0.2183769941329956,-0.22036011517047882
-0.13015173375606537,-0.1865459829568863,-0.17956994473934174,-0.21048681437969208,-0.23221895098686218,-0.22752977907657623
-0.17494556307792664,-0.21677617728710175,-0.2144741714000702,-0.23420296609401703,-0.25177574157714844,-0.24518652260303497
-0.16052013635635376,-0.18065832555294037,-0.22337780892848969,-0.20808662474155426,-0.2843506336212158,-0.23171702027320862
-0.13273830711841583,-0.17292213439941406,-0.1945839822292328,-0.21378175914287567,-0.2621319890022278,-0.2144014984369278
-0.1221621185541153,-0.17758478224277496,-0.17405235767364502,-0.21047699451446533,-0.222845658659935,-0.195254847407341
-0.17483070492744446,-0.22511181235313416,-0.2139347791671753,-0.2413531243801117,-0.24016563594341278,-0.23711539804935455
-0.1931890994310379,-0.2137136459350586,-0.24343621730804443,-0.24343478679656982,-0.2868843078613281,-0.25055378675460815
-0.12752625346183777,-0.1661570519208908,-0.2168901562690735,-0.21153666079044342,-0.29728785157203674,-0.2245279848575592
-0.11810600757598877,-0.1839466691017151,-0.19550921022891998,-0.22789664566516876,-0.268706351518631,-0.2242993265390396
-0.16862401366233826,-0.21689747273921967,-0.2277425229549408,-0.24131318926811218,-0.2727493345737457,-0.24769464135169983
-0.1830582320690155,-0.22237451374530792,-0.23469848930835724,-0.24192583560943604,-0.27061888575553894,-0.2537112534046173
-0.1600864976644516,-0.19263310730457306,-0.22596532106399536,-0.22636429965496063,-0.28320613503456116,-0.2446601539850235
-0.16940158605575562,-0.21182429790496826,-0.22312702238559723,-0.24042612314224243,-0.26732462644577026,-0.2452862560749054
-0.178752139210701,-0.21862930059432983,-0.22448422014713287,-0.23755693435668945,-0.2564849853515625,-0.23932653665542603
-0.19504821300506592,-0.22616052627563477,-0.2421732246875763,-0.24906860291957855,-0.2782386839389801,-0.2580380439758301
-0.20787671208381653,-0.24336884915828705,-0.2507343292236328,-0.26541006565093994,-0.283552348613739,-0.26828882098197937
-0.17697882652282715,-0.19397222995758057,-0.22106263041496277,-0.21368595957756042,-0.26140692830085754,-0.229810431599617
-0.07653673738241196,-0.11765510588884354,-0.14104363322257996,-0.16304078698158264,-0.21421284973621368,-0.170868918299675
-0.11512942612171173,-0.1690279096364975,-0.1814396232366562,-0.20388846099376678,-0.23586860299110413,-0.21028511226177216
-0.1685323864221573,-0.21119622886180878,-0.22404193878173828,-0.23193013668060303,-0.2628820240497589,-0.2425433248281479
-0.18209683895111084,-0.22234508395195007,-0.2284395396709442,-0.23992469906806946,-0.260287880897522,-0.24876081943511963
-0.1963319182395935,-0.21800628304481506,-0.23734921216964722,-0.22945669293403625,-0.2627370357513428,-0.2544246017932892
-0.18547126650810242,-0.2153906226158142,-0.22993895411491394,-0.23849095404148102,-0.2657082974910736,-0.2550365626811981
-0.18542832136154175,-0.21488411724567413,-0.22924859821796417,-0.23255600035190582,-0.2625829577445984,-0.2530116140842438
-0.1729539930820465,-0.2029048353433609,-0.2236737608909607,-0.23028682172298431,-0.26447054743766785,-0.24896368384361267
-0.20062091946601868,-0.23553796112537384,-0.24754948914051056,-0.2597395181655884,-0.2827451229095459,-0.2716614902019501
-0.2031412422657013,-0.2276083379983902,-0.2467539757490158,-0.24566347897052765,-0.27641981840133667,-0.2631559669971466
-0.18610990047454834,-0.21609053015708923,-0.23721957206726074,-0.23891811072826385,-0.27352020144462585,-0.26106464862823486
-0.23032106459140778,-0.24501483142375946,-0.2768024206161499,-0.262776255607605,-0.3077121675014496,-0.289281964302063
-0.21804940700531006,-0.22690115869045258,-0.2613909840583801,-0.24820247292518616,-0.290681928396225,-0.2666052579879761
-0.19097022712230682,-0.20241354405879974,-0.2362116277217865,-0.21868471801280975,-0.2649168074131012,-0.24212795495986938
-0.1676187962293625,-0.20333950221538544,-0.21548214554786682,-0.22462868690490723,-0.24436455965042114,-0.23494575917720795
-0.13754835724830627,-0.15120837092399597,-0.1839124858379364,-0.15913352370262146,-0.20982986688613892,-0.19516581296920776
-0.1284598410129547,-0.170091912150383,-0.1818339228630066,-0.19936993718147278,-0.21738016605377197,-0.2100444883108139
-0.1667248010635376,-0.20121413469314575,-0.20838265120983124,-0.21019871532917023,-0.22977949678897858,-0.2284938246011734
-0.08306941390037537,-0.14912022650241852,-0.1521219164133072,-0.16556712985038757,-0.22124682366847992,-0.23314765095710754
-0.12331234663724899,-0.19271443784236908,-0.1789303421974182,-0.23012174665927887,-0.2264159470796585,-0.23839212954044342
-0.16243718564510345,-0.16281427443027496,-0.20608501136302948,-0.15969468653202057,-0.22877894341945648,-0.21818888187408447
-0.07292191684246063,-0.14033697545528412,-0.1623278707265854,-0.18297815322875977,-0.23079811036586761,-0.21434539556503296
-0.06779644638299942,-0.15706667304039001,-0.16108562052249908,-0.18801352381706238,-0.23590385913848877,-0.22446464002132416
-0.09990844130516052,-0.17922431230545044,-0.15685899555683136,-0.19906295835971832,-0.20472471415996552,-0.22216728329658508
-0.12562863528728485,-0.1868731677532196,-0.169035404920578,-0.19541361927986145,-0.20802082121372223,-0.2239387482404709
-0.15821577608585358,-0.2099585086107254,-0.2012011855840683,-0.23469272255897522,-0.2420068234205246,-0.2525201737880707
-0.2218550741672516,-0.2713945508003235,-0.2579592168331146,-0.2832394242286682,-0.2923925220966339,-0.3027629852294922
-0.23770350217819214,-0.27471986413002014,-0.2677415907382965,-0.2869059145450592,-0.2964605391025543,-0.3081590533256531
-0.2219477891921997,-0.2590654790401459,-0.25789061188697815,-0.27466514706611633,-0.2941707670688629,-0.30029723048210144
-0.21297425031661987,-0.2651425302028656,-0.24662135541439056,-0.2845440208911896,-0.2770397961139679,-0.30003616213798523
